activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
Not Active,2058525,[],CHEMBL925438,Inhibition of AChE by Ellman method,B,,,BAO_0000375,BAO_0000357,single protein format,COc1cc2c(c(OC)c1OC)C(=O)O[C@@H]1CC=C3CCN(C)[C@H]3[C@H]21,,,CHEMBL1141279,J. Nat. Prod.,2007.0,,CHEMBL250866,,CHEMBL250866,,0,,683622,,1,0,,,Activity,,,,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,Activity,,,,
Not Active,2058526,[],CHEMBL925438,Inhibition of AChE by Ellman method,B,,,BAO_0000375,BAO_0000357,single protein format,CO[C@@H]1C=C[C@@]23c4cc5c(cc4C(O)N(C[C@@H]2O)[C@H]3C1)OCO5,,,CHEMBL1141279,J. Nat. Prod.,2007.0,,CHEMBL404212,HEMANTHIDINE,CHEMBL404212,,0,,683624,,1,0,,,Activity,,,,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,Activity,,,,
Not Active,2058527,[],CHEMBL925438,Inhibition of AChE by Ellman method,B,,,BAO_0000375,BAO_0000357,single protein format,O=C1N[C@H]2[C@H](O)[C@H](O)[C@@H](O)C[C@@H]2c2cc3c(cc21)OCO3,,,CHEMBL1141279,J. Nat. Prod.,2007.0,,CHEMBL251056,,CHEMBL251056,,0,,683623,,1,0,,,Activity,,,,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,Activity,,,,
,2072313,[],CHEMBL927541,Inhibition of acetylcholinesterase,B,,,BAO_0000192,BAO_0000357,single protein format,CN(C)CCOC(=O)Nc1ccncc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1140781,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL402976,,CHEMBL402976,,0,http://www.openphacts.org/units/Nanomolar,687231,=,1,1,=,,Ki,nM,,313700.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,Ki,uM,UO_0000065,,313.7
,2072314,[],CHEMBL927541,Inhibition of acetylcholinesterase,B,,,BAO_0000192,BAO_0000357,single protein format,CN(C)CCOC(=O)Nc1cc(Cl)nc(Cl)c1.Cl,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1140781,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL537454,,CHEMBL1188832,,0,http://www.openphacts.org/units/Nanomolar,687238,=,1,1,=,,Ki,nM,,140200.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,Ki,uM,UO_0000065,,140.2
,2072315,[],CHEMBL927541,Inhibition of acetylcholinesterase,B,,,BAO_0000192,BAO_0000357,single protein format,CN(C)CCOC(=O)Nc1ccncc1Br.Cl.Cl,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1140781,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL3216883,,CHEMBL1190837,,0,http://www.openphacts.org/units/Nanomolar,687237,=,1,1,=,,Ki,nM,,316400.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,Ki,uM,UO_0000065,,316.4
,2072316,[],CHEMBL927541,Inhibition of acetylcholinesterase,B,,,BAO_0000192,BAO_0000357,single protein format,CN(C)CCOC(=O)Nc1ccnc(Cl)c1.Cl.Cl.Cl,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1140781,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL3216205,,CHEMBL1188831,,0,http://www.openphacts.org/units/Nanomolar,687236,=,1,1,=,,Ki,nM,,207700.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,Ki,uM,UO_0000065,,207.7
,2072317,[],CHEMBL927541,Inhibition of acetylcholinesterase,B,,,BAO_0000192,BAO_0000357,single protein format,C[N+](C)(C)CCOC(=O)Nc1cc(Cl)nc(Cl)c1.[I-],,,CHEMBL1140781,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '14.30', 'le': '0.32', 'lle': '1.55', 'sei': '8.18'}",CHEMBL254302,,CHEMBL1182610,4.19,0,http://www.openphacts.org/units/Nanomolar,687235,=,1,1,=,,Ki,nM,,64400.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,Ki,uM,UO_0000065,,64.4
,2072318,[],CHEMBL927541,Inhibition of acetylcholinesterase,B,,,BAO_0000192,BAO_0000357,single protein format,C[N+](C)(C)CCOC(=O)Nc1ccncc1Br.[I-],Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1140781,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL254300,,CHEMBL1182609,,0,http://www.openphacts.org/units/Nanomolar,687234,=,1,1,=,,Ki,nM,,115900.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,Ki,uM,UO_0000065,,115.9
,2072319,[],CHEMBL927541,Inhibition of acetylcholinesterase,B,,,BAO_0000192,BAO_0000357,single protein format,C[N+](C)(C)CCOC(=O)Nc1ccnc(Cl)c1.[I-],Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1140781,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL402977,,CHEMBL1185258,,0,http://www.openphacts.org/units/Nanomolar,687233,=,1,1,=,,Ki,nM,,150900.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,Ki,uM,UO_0000065,,150.9
,2072320,[],CHEMBL927541,Inhibition of acetylcholinesterase,B,,,BAO_0000192,BAO_0000357,single protein format,C[N+](C)(C)CCOC(=O)Nc1ccncc1.[I-],Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1140781,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL254299,,CHEMBL1182608,,0,http://www.openphacts.org/units/Nanomolar,687232,=,1,1,=,,Ki,nM,,159000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,Ki,uM,UO_0000065,,159.0
,2077374,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccccc1CNCCCCCCNCCSSCCNCCCCCCNCc1ccccc1OC,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '8.70', 'le': '0.18', 'lle': '-1.12', 'sei': '7.72'}",CHEMBL19060,BENEXTRAMINE,CHEMBL19060,5.14,0,http://www.openphacts.org/units/Nanomolar,688788,=,1,1,=,,IC50,nM,,7240.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,7.24
,2077375,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000192,BAO_0000357,single protein format,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '13.56', 'le': '0.25', 'lle': '2.32', 'sei': '10.33'}",CHEMBL231160,MEMOQUIN,CHEMBL231160,8.59,1,http://www.openphacts.org/units/Nanomolar,688819,=,1,1,=,,Ki,nM,,2.6,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,Ki,nM,UO_0000065,,2.6
,2077376,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)cc1)CCCC3,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '18.67', 'le': '0.35', 'lle': '3.40', 'sei': '8.50'}",CHEMBL374184,,CHEMBL374184,7.35,0,http://www.openphacts.org/units/Nanomolar,688816,=,1,1,=,,IC50,nM,,45.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,45.0
,2077377,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCCCCCNc1c2c(nc3cc(Cl)cc(Cl)c13)CCCC2)NCCc1c[nH]c2ccccc12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1141467,J. Med. Chem.,2008.0,,CHEMBL199585,,CHEMBL199585,,0,http://www.openphacts.org/units/Nanomolar,688815,=,1,1,=,,IC50,nM,,0.008,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,pM,UO_0000065,,8.0
,2077378,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCCCC1CCSS1)NCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '20.08', 'le': '0.42', 'lle': '3.20', 'sei': '17.78'}",CHEMBL194823,LIPOCRINE,CHEMBL194823,9.60,1,http://www.openphacts.org/units/Nanomolar,688814,=,1,1,=,,IC50,nM,,0.25,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,0.25
,2077379,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CCCC[C@@H]1CCSS1,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '43.62', 'le': '1.02', 'lle': '6.21', 'sei': '24.13'}",CHEMBL134342,THIOCTIC ACID,CHEMBL134342,9.00,0,http://www.openphacts.org/units/Nanomolar,688813,=,1,1,=,,IC50,nM,,1.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,1.0
,2077380,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,c1ccc2c(NCCc3ccc(OCCCN4CCCCC4)cc3)c3c(nc2c1)CCCC3,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '19.35', 'le': '0.36', 'lle': '2.57', 'sei': '22.96'}",CHEMBL15056,,CHEMBL15056,8.59,0,http://www.openphacts.org/units/Nanomolar,688812,=,1,1,=,,IC50,nM,,2.6,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,2.6
,2077381,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(N2CCN(C)CC2)nc2ccccc2c1C(=O)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '14.49', 'le': '0.27', 'lle': '1.88', 'sei': '11.43'}",CHEMBL195241,,CHEMBL195241,8.39,1,http://www.openphacts.org/units/Nanomolar,688811,=,1,1,=,,IC50,nM,,4.1,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,4.1
,2077382,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](CCOc1ccc([N+](=O)[O-])cc1)c1ccc(OC(=O)N(C)C)cc1,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '18.73', 'le': '0.35', 'lle': '3.62', 'sei': '7.45'}",CHEMBL194372,,CHEMBL194372,7.00,0,http://www.openphacts.org/units/Nanomolar,688810,=,1,1,=,,IC50,nM,,101.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,101.0
,2077383,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,,,CHEMBL1141467,J. Med. Chem.,2008.0,,CHEMBL41,FLUOXETINE,CHEMBL41,,0,http://www.openphacts.org/units/Nanomolar,688809,>,1,1,>,,IC50,nM,,10000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,10.0
,2077384,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCN(C)C(C)Cc1cccc(OC(=O)N(C)CCCCCC)c1,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '16.01', 'le': '0.30', 'lle': '1.32', 'sei': '16.82'}",CHEMBL356385,,CHEMBL356385,5.51,1,http://www.openphacts.org/units/Nanomolar,688808,=,1,1,=,,IC50,nM,,3060.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,3.06
,2077385,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CC)cc21,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '15.72', 'le': '0.29', 'lle': '1.93', 'sei': '10.30'}",CHEMBL255231,LADOSTIGIL,CHEMBL255231,4.28,1,http://www.openphacts.org/units/Nanomolar,688807,=,1,1,=,,IC50,nM,,52400.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,52.4
,2077386,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCN[C@@H]1CCc2cc(Cl)c(OC(=O)N(C)CCC)cc21,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '13.58', 'le': '0.27', 'lle': '0.97', 'sei': '10.48'}",CHEMBL255230,,CHEMBL255230,4.36,0,http://www.openphacts.org/units/Nanomolar,688806,=,1,1,=,,IC50,nM,,43900.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,43.9
,2077387,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(C)c2ccc(OCc3cccc(Cl)c3)cc2oc1=O,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '17.38', 'le': '0.34', 'lle': '0.83', 'sei': '13.87'}",CHEMBL109018,,CHEMBL109018,5.47,0,http://www.openphacts.org/units/Nanomolar,688803,=,1,1,=,,IC50,nM,,3390.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,3.39
,2077388,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)N(C)C)c(Br)c21,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '19.83', 'le': '0.45', 'lle': '3.85', 'sei': '15.42'}",CHEMBL158946,,CHEMBL158946,7.22,0,http://www.openphacts.org/units/Nanomolar,688802,=,1,1,=,,IC50,nM,,60.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,60.0
,2077389,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCc1c[nH]c2ccccc12)NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '19.77', 'le': '0.38', 'lle': '2.86', 'sei': '14.64'}",CHEMBL225198,,CHEMBL225198,10.22,0,http://www.openphacts.org/units/Nanomolar,688801,=,1,1,=,,IC50,nM,,0.06,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,pM,UO_0000065,,60.0
,2077390,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCc1c[nH]c2ccccc12)NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '21.27', 'le': '0.41', 'lle': '3.73', 'sei': '15.33'}",CHEMBL225567,,CHEMBL225567,10.70,0,http://www.openphacts.org/units/Nanomolar,688800,=,1,1,=,,IC50,nM,,0.02,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,pM,UO_0000065,,20.0
,2077391,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '20.13', 'le': '0.37', 'lle': '3.28', 'sei': '19.70'}",CHEMBL502,DONEPEZIL,CHEMBL502,7.64,1,http://www.openphacts.org/units/Nanomolar,688799,=,1,1,=,,IC50,nM,,23.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,23.0
,2077392,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccccc1CNCCCNCCCNCCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '10.42', 'le': '0.19', 'lle': '0.76', 'sei': '5.95'}",CHEMBL257540,,CHEMBL257540,6.02,0,http://www.openphacts.org/units/Nanomolar,688798,=,1,1,=,,IC50,nM,,952.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,952.0
,2077393,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccc2c(c1)c(-c1ccccc1)[n+](CCCNCCCNCCCNc1c3c(nc4ccccc14)CCCC3)c1cc(N)ccc21,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '13.79', 'le': '0.25', 'lle': '1.81', 'sei': '8.40'}",CHEMBL179455,,CHEMBL179455,8.81,0,http://www.openphacts.org/units/Nanomolar,688797,=,1,1,=,,IC50,nM,,1.55,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,1.55
,2077394,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1c2c(nc3ccccc13)CCCC2,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '32.16', 'le': '0.58', 'lle': '3.68', 'sei': '16.39'}",CHEMBL95,TACRINE,CHEMBL95,6.38,1,http://www.openphacts.org/units/Nanomolar,688796,=,1,1,=,,IC50,nM,,420.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,0.42
,2077395,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,CC[N+](C)(CC)CCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[I-].[I-],,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '10.83', 'le': '0.20', 'lle': '-0.50', 'sei': '8.03'}",CHEMBL345124,PROPIDIUM,CHEMBL332935,4.49,1,http://www.openphacts.org/units/Nanomolar,688795,=,1,1,=,,IC50,nM,,32300.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,32.3
,2077396,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2cccc4ccccc24)C3=O)c1,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '9.61', 'le': '0.18', 'lle': '-2.08', 'sei': '7.21'}",CHEMBL364545,,CHEMBL364545,5.56,0,http://www.openphacts.org/units/Nanomolar,688794,=,1,1,=,,IC50,nM,,2760.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,2.76
,2077397,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '21.33', 'le': '0.39', 'lle': '4.95', 'sei': '11.76'}",CHEMBL340427,XANTHOSTIGMINE,CHEMBL340427,9.52,1,http://www.openphacts.org/units/Nanomolar,688793,=,1,1,=,,IC50,nM,,0.3,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,0.3
,2077398,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2cc(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)oc2cc1OC,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '17.69', 'le': '0.32', 'lle': '2.24', 'sei': '14.16'}",CHEMBL75121,,CHEMBL75121,7.35,1,http://www.openphacts.org/units/Nanomolar,688792,=,1,1,=,,IC50,nM,,44.5,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,44.5
,2077399,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CCCCCC(=O)Nc1ccc(-c2ccc(NC(=O)CCCCCN(CC)Cc3ccccc3OC)cc2)cc1)Cc1ccccc1OC,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '10.52', 'le': '0.20', 'lle': '-1.97', 'sei': '8.95'}",CHEMBL403260,,CHEMBL403260,7.44,0,http://www.openphacts.org/units/Nanomolar,688791,=,1,1,=,,IC50,nM,,36.3,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,36.3
,2077400,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CCCCCC(=O)N1CCC(C2CCN(C(=O)CCCCCN(CC)Cc3ccccc3OC)CC2)CC1)Cc1ccccc1OC,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '12.27', 'le': '0.23', 'lle': '0.83', 'sei': '12.94'}",CHEMBL254016,,CHEMBL254016,8.48,0,http://www.openphacts.org/units/Nanomolar,688790,=,1,1,=,,IC50,nM,,3.3,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,3.3
,2077401,[],CHEMBL945890,Inhibition of human AchE,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC,,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '10.15', 'le': '0.19', 'lle': '-0.88', 'sei': '10.33'}",CHEMBL11805,CAPROCTAMINE,CHEMBL11805,6.77,1,http://www.openphacts.org/units/Nanomolar,688789,=,1,1,=,,IC50,nM,,170.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,0.17
,2077404,[],CHEMBL945892,Inhibition of human AchE-induced amyloid beta aggregation at 100 uM,B,,,BAO_0001103,BAO_0000357,single protein format,CCN(CCCCCC(=O)N1CCC(C2CCN(C(=O)CCCCCN(CC)Cc3ccccc3OC)CC2)CC1)Cc1ccccc1OC,,,CHEMBL1141467,J. Med. Chem.,2008.0,,CHEMBL254016,,CHEMBL254016,,0,http://qudt.org/vocab/unit#Percent,688790,=,1,0,=,,Activity,%,,41.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,Activity,%,UO_0000187,,41.0
,2077405,[],CHEMBL945892,Inhibition of human AchE-induced amyloid beta aggregation at 100 uM,B,,,BAO_0001103,BAO_0000357,single protein format,O=C(O)CCCC[C@@H]1CCSS1,,,CHEMBL1141467,J. Med. Chem.,2008.0,,CHEMBL134342,THIOCTIC ACID,CHEMBL134342,,0,http://qudt.org/vocab/unit#Percent,688813,<,1,0,<,,Activity,%,,5.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,Activity,%,UO_0000187,,5.0
,2077407,[],CHEMBL945892,Inhibition of human AchE-induced amyloid beta aggregation at 100 uM,B,,,BAO_0001103,BAO_0000357,single protein format,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,,,CHEMBL1141467,J. Med. Chem.,2008.0,,CHEMBL502,DONEPEZIL,CHEMBL502,,0,http://qudt.org/vocab/unit#Percent,688799,=,1,0,=,,Activity,%,,22.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,Activity,%,UO_0000187,,22.0
,2077408,[],CHEMBL945892,Inhibition of human AchE-induced amyloid beta aggregation at 100 uM,B,,,BAO_0001103,BAO_0000357,single protein format,COc1ccccc1CNCCCNCCCNCCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,,,CHEMBL1141467,J. Med. Chem.,2008.0,,CHEMBL257540,,CHEMBL257540,,0,http://qudt.org/vocab/unit#Percent,688798,=,1,0,=,,Activity,%,,17.7,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,Activity,%,UO_0000187,,17.7
,2077409,[],CHEMBL945892,Inhibition of human AchE-induced amyloid beta aggregation at 100 uM,B,,,BAO_0001103,BAO_0000357,single protein format,Nc1ccc2c(c1)c(-c1ccccc1)[n+](CCCNCCCNCCCNc1c3c(nc4ccccc14)CCCC3)c1cc(N)ccc21,,,CHEMBL1141467,J. Med. Chem.,2008.0,,CHEMBL179455,,CHEMBL179455,,0,http://qudt.org/vocab/unit#Percent,688797,=,1,0,=,,Activity,%,,41.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,Activity,%,UO_0000187,,41.0
,2077410,[],CHEMBL945892,Inhibition of human AchE-induced amyloid beta aggregation at 100 uM,B,,,BAO_0001103,BAO_0000357,single protein format,Nc1c2c(nc3ccccc13)CCCC2,,,CHEMBL1141467,J. Med. Chem.,2008.0,,CHEMBL95,TACRINE,CHEMBL95,,0,http://qudt.org/vocab/unit#Percent,688796,=,1,0,=,,Activity,%,,7.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,Activity,%,UO_0000187,,7.0
,2077411,[],CHEMBL945911,Inhibition of human AchE-induced amyloid beta aggregation,B,,,BAO_0000190,BAO_0000357,single protein format,CC[N+](C)(CC)CCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[I-].[I-],,,CHEMBL1141467,J. Med. Chem.,2008.0,"{'bei': '11.82', 'le': '0.22', 'lle': '-0.09', 'sei': '8.76'}",CHEMBL345124,PROPIDIUM,CHEMBL332935,4.90,0,http://www.openphacts.org/units/Nanomolar,688795,=,1,1,=,,IC50,nM,,12600.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,12.6
,2077412,[],CHEMBL945892,Inhibition of human AchE-induced amyloid beta aggregation at 100 uM,B,,,BAO_0001103,BAO_0000357,single protein format,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2cccc4ccccc24)C3=O)c1,,,CHEMBL1141467,J. Med. Chem.,2008.0,,CHEMBL364545,,CHEMBL364545,,0,http://qudt.org/vocab/unit#Percent,688794,=,1,0,=,,Activity,%,,67.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,Activity,%,UO_0000187,,67.0
,2077413,[],CHEMBL945892,Inhibition of human AchE-induced amyloid beta aggregation at 100 uM,B,,,BAO_0001103,BAO_0000357,single protein format,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,,,CHEMBL1141467,J. Med. Chem.,2008.0,,CHEMBL340427,XANTHOSTIGMINE,CHEMBL340427,,0,http://qudt.org/vocab/unit#Percent,688793,<,1,0,<,,Activity,%,,10.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,Activity,%,UO_0000187,,10.0
